ProductID,ProductName,ProductPrice,BrandID
b07e2da0-8139-434f-8719-86db8e556ef8,according,52.56,fe454dea-6778-48bd-80dc-0f7f55643425
67e9c576-48c5-4a1e-a01f-50d8c94ae158,relationship,669.56,27f687bb-4bfa-4498-9f3f-fee714d3c1f4
874ceda2-f828-436a-b759-fc1425740e60,four,796.16,8b1520cd-5421-47af-9620-3759dd79e22e
72767e5e-4051-43c6-826a-4590a5fe862e,baby,492.38,bde06918-00ab-4199-a237-122c7ac1e36a
ac2f869f-12ec-4b61-bd41-1d3419aa7767,side,27.35,53abfb55-2a4c-4b3f-8d67-e7c30f3d6639
bfa15313-4a7a-45cc-b624-ce3f455567f4,discussion,675.49,e39708cc-da2e-4809-8008-da17778cafb3
9831622f-49a1-4d78-9747-3f7e1b9359ac,spend,730.69,eebff2a7-ca09-4647-b8c1-0fa9c37dab19
a85a73e1-f1a8-4760-81cc-7b86416e4df9,series,91.29,a135b952-11a5-4520-a6a1-ae8c4c38acb8
69f6fa22-b623-4b31-8b74-bb60feb80ba1,economic,327.23,0eada060-4614-4bac-a1b1-5ef5d4b99eea
37fd7d5d-d13c-4da9-97c6-c4c90fb40afe,institution,580.0,c95a4445-52ce-47b5-b323-bbcf524e5604
0273e657-18ff-44e7-b426-7ed0800c7d65,a,420.96,c3948a23-a67f-4ebe-95ed-736710d55e6c
0f2fb70c-8389-402b-b800-52e4f3a98a5a,realize,966.17,653e2acd-8ccb-422b-ac87-3fdb97e6f861
794b4020-b948-4b26-b1ce-98bd2afe326f,left,457.96,e2a4e9c8-18cc-4f4c-84cf-8d220bb20e4e
39406680-5aa2-4aa1-bf25-27990872b319,part,389.05,c61cee31-fb07-4f94-b315-fe18bd508984
3d2721c8-c2e7-4e14-a399-98631b29d6ef,try,614.82,f7bc3094-c639-4951-9ebe-d55f67d632e8
5812c5c6-3b3a-409d-a8f8-2fa43e545088,agent,376.58,734fd842-8308-4cd4-af79-193e8d263742
4d31f322-be2a-4184-b1e1-9c0d81bbf8d3,article,663.13,01127ef0-1815-43b2-883e-f50e90bfb77b
44ef5e9e-27a3-461b-ac62-0fd19b466c53,actually,525.82,c0a6ad5e-2219-4fa8-8b07-4669964174e5
0f8cf2a5-a4d1-4f26-91d7-1f941e1becea,protect,122.53,f62a991e-1b81-4ec1-9ddb-1e2cfe6b929f
fdd76e85-0a73-4c12-b9c4-ba71e083763e,system,335.99,9a9d1c9d-8d66-4e64-9687-31a521426cf0
d924c550-03e1-4aa2-9d79-e5a91cb7b7de,most,848.18,9f67eb45-7407-48fe-ac07-1ec6b7b72afa
f78c2e8e-d1c1-434b-966a-9ff2beae9f0c,care,410.26,ec2a094a-ed42-4916-bbb8-62b09ef5c8d9
a9ae8ebb-7a5b-47be-9b1e-5b84bac35555,half,482.4,7326d119-33c7-4ccf-9228-18bff9805207
b3467558-877d-4211-b931-2d2b48bc9220,nearly,327.3,b8ddbd7f-af18-438c-85f8-aa5ce51bbe4c
36b4ce88-75c3-4af4-b5ce-527837bf89a9,left,467.51,ce645dff-443a-4e29-9c8e-90904eb9ed5b
10893ad3-b696-4785-a75f-67ee5889d027,cold,777.81,b701fa5e-c6b6-4b1f-8c33-8dd75b7f2ef1
198ed7c4-926a-4b6e-b56b-fc1f1cce8c30,white,676.28,7abdfd50-6f9b-4f5b-b444-a2e2fb06d374
6575753e-b04e-43ff-9038-bfa0ac67b47b,nation,710.28,6bae49b6-fe73-4e17-814e-eb97e37b56fc
