ProductID,ProductName,ProductPrice,BrandID
b5f3ac02-2d8b-478e-81e5-89ee2b59b768,already,215.39,e419edd1-c1cf-4304-b1a4-622ae1faa832
7b206755-d181-4129-977d-e14cd90e8308,well,214.31,d56d790b-f325-4e3a-af4d-16405d9322b6
c894fa22-69e3-4c1e-ad38-53ff92eefb17,girl,578.4,200f5cce-5433-44a3-be97-a822bcc47608
67cc46ff-9e56-4d30-a345-c815c285d318,nearly,573.88,c1f15f53-fc05-4bf0-bb90-aadced7d71a7
6afc5add-1719-40fd-b489-0f3e04c44588,information,452.69,f195c2f2-aa02-45bd-8f19-462a073e03da
a8b6ad75-cea1-4e95-9734-57f6e0e3df4f,unit,716.51,83f360d7-dade-4a88-bc6e-0c726e1c2503
fdeb6d9f-880c-4c0b-bfe2-0c50642e5a03,tax,778.27,573db6b1-a973-483b-bd69-e41fd5e173e8
5dd1208f-8254-4853-8e3c-f46ad37e5a5f,thousand,439.99,dfc60e29-9119-48e2-bfd5-cf50e20995aa
7a3a89ad-443d-468b-9e1a-9fc0bc557d13,guess,349.82,6260c7bf-892f-48db-a07c-2e0d0eccbd54
69891429-2c8c-4757-8793-3d35aad3ac42,several,517.69,11c885ec-88c2-4d78-9ac2-c0dd9caa2762
7b0c1b7b-888e-4514-a140-ea93ce5eb012,industry,592.25,7f2f6eb3-e007-41c0-9d15-05bd3b1f1bdd
b78b144c-abd5-4bab-93ce-7e5ff1631621,role,438.71,5b82eb6e-47c9-4ee8-a963-cd00aa8449a0
ecfaf02b-b6fa-4db9-8fba-dc0ec6a0dbe2,dark,463.32,36088e83-ab67-406c-9e7f-38b508cee153
cfdabcdc-56fd-486a-a05f-1049f48c88a0,rich,187.33,a2cb998b-c583-47b3-ad38-3b796f363ec3
cb22a8ea-a8ca-4c29-9af9-4f5bfc471d47,despite,492.64,80397943-5518-4ea7-a5d4-dc5e2342520d
f17475ba-1a1c-4c7a-99eb-aca3ed1c00c8,wide,702.25,5545bb27-aa3e-4f42-8553-50d658233302
0f5bc640-25d0-42ae-9594-b22c88c45c1e,why,928.68,84828c2e-0ee0-4a73-94e1-bf418135e3ae
b3f968ba-3d30-4b29-b662-3c19457c37df,economy,310.56,e4d0b3ad-9f7d-4e44-a899-70f34cdb5030
7b48f0c8-d48e-4876-9dae-9c7af13d533f,girl,101.21,c1709d1d-dc48-4add-9aa9-75dd6c8eb6c7
9f61c488-26b4-4a60-a309-93c5efdb55c7,or,743.0,fc5df25d-2047-46d7-8143-805e49bbc4bf
c961d767-39af-4423-8017-cd56a2764f8b,camera,889.43,b5b10685-5554-46cf-afe2-10f0eab37aeb
89af28ac-c0bf-4b79-a0c2-990651ae73d6,say,90.81,47f69ec0-b20c-43ed-ae1d-12b93092ba5d
5f65e5b6-38e4-4f7e-92fe-99a97a5891a8,indeed,173.47,86cbd323-2bd8-4766-8906-03a766cd28a9
b087814d-cb4f-4e31-8169-c2f36511fbe0,such,969.12,66b8edc7-afea-4d0c-a52c-d8014743659b
e5d541f3-d12c-4cf0-a453-0820c3c77713,pull,356.04,f610f36c-146a-438a-bd60-05488ac40ffd
6fd59d84-eed8-4312-b133-20e0415c8215,include,146.66,3de4b7b6-8a3c-4f83-b5e6-3a335960199a
9b44e4b4-2a3b-4a7c-a3dc-d7652c42ab5e,until,147.1,1cc9753e-60c6-43e4-a3cd-802d042479e7
3418c11f-1899-4d31-80dd-5d0604953787,two,320.66,5aeb6174-abf6-4e1e-ad99-01e18da6c988
726a817a-569d-4d1b-b420-dca091b2926c,become,696.28,968f81a2-e51c-4d0c-aac8-e70456eb8485
4ef2ad53-a23c-4f5b-8fbf-54c0509c515e,resource,821.02,94080072-40e2-4d45-80ff-56e254e65c70
f4d91125-0899-4f77-9ae8-f475da16125f,dog,487.11,7d780c99-1a6b-493a-aa2f-78415e77d472
8daf0e7e-495f-4f5c-a23e-f1c0067ebddc,special,319.01,39821fcc-1303-4b1f-b6f5-337f9f1d9263
cd56c405-849a-41a2-8b40-d29073eee8b5,administration,180.35,52828bb6-bebc-45aa-8ef2-5095cbef9a17
22151af6-e27a-4899-9762-812a516efd4c,travel,399.3,2e6702ca-d20b-46d5-8a2c-9922c0fa6dd8
7b52ab7e-612e-473d-8941-5ea6689dca45,piece,12.22,393fcd04-a1dd-457b-acd5-22ac4ceb7d1f
d143b010-df73-4643-bc84-62cb1fe7923d,two,963.43,8f61f8b9-3172-4b3a-8066-69571523c941
d609453d-7e39-4713-8cbf-6f8e9bdaa247,school,717.03,47bedf9e-73c4-4ba9-a3dd-096dd55eb6e9
7b5130fa-5abf-4a4e-80b4-9e636b35333c,animal,467.77,1d9806da-e6c8-4ab2-b39e-83b4ce2a6389
118f22f4-18ad-4f7b-b835-56af81bca554,hair,684.73,23ab03bb-360d-4bcf-b37d-f0c2b14e6909
736cb876-c030-4828-93cc-38db41accf13,former,756.8,ceb04434-23da-4af4-9d23-d9505daf0027
f99d7369-28be-473c-b6ba-2f11fd0f6f9d,international,779.84,b5799b9f-b32e-44c9-90fb-7eea19927f2f
ae3d4514-132d-447d-906c-2458c65d4630,perhaps,251.92,e31625d7-5fb6-4e32-81b8-a7c1b24e118b
7b41c95a-97ed-456c-a58f-65d000704903,brother,846.61,5c9ca593-76f9-467c-9442-c891b0d97148
8e5f2ed8-53e7-4411-8e52-7089144164af,pay,465.33,8b7397e8-06b1-47f3-8029-f85637dbff22
c73bebab-f201-4ea6-ab91-b70b517c2796,create,536.56,4c711160-25d3-44ec-a980-f8c713f680a7
be1ed2b3-2549-43c8-92ad-00ad4f0644af,full,315.42,91d2cc81-923b-4242-87ac-c139f215eb6e
4570fe4f-c0a4-4ea6-bf40-fd90dd33aefd,yard,272.94,6c66e44d-4efd-48e3-862c-928d452f203b
e0436a0c-a104-4c07-8563-b6d9abc61cb5,avoid,379.63,e349d0c6-d063-4837-9712-215cd6984433
91d0e54f-10bf-4034-8691-44479f4f8561,capital,322.43,171df322-2896-4519-9761-fe57500f9482
8f40917a-0a90-45c7-b685-6a4350935667,worry,214.78,7b1ba3ae-9827-49d5-8133-8444cf813443
69f01ef2-809f-41c6-b33d-0a7bc700f2a5,magazine,829.83,40a14095-3a25-4421-a3f4-2362086bdcfb
7134d9aa-6e77-4b67-b8ed-a346e8fbc14c,cost,312.19,255f790e-52f3-4a50-9958-c46bd113656b
efcee16f-529b-4d84-a23d-1885b20f5c1b,else,871.36,a07bd881-8880-4471-b67d-9b9884892f0b
fd85015f-e66b-42dc-a300-ef2ec24d224b,family,101.99,236cae37-3366-4a40-84c5-19c2a868ecd0
c0360c32-7ab3-487c-976c-1e6fd56e837a,when,323.54,82fc17a3-d02a-4812-821a-ec674ab4e280
87a82ddb-d6ca-4def-918d-3a765815e3fb,upon,410.5,64d07b4e-9c73-4e49-8642-cb39e4b9b451
4e12ad10-6bb9-49c4-98bd-d358a5a19979,condition,764.67,ce540665-9b5e-42c6-88ec-c100bb697574
dce00947-54b5-4252-bb26-62209639869b,material,961.52,4d076fff-01bd-4a84-9cda-fac85ab7da7b
bc6f1d04-8eeb-45ef-bd77-cf8d9745844c,place,274.88,49847d1a-a89f-4ae7-ad4e-80cad01579b0
c5f8f9f4-cab7-4bb2-951f-add2d4001ac6,draw,83.23,9ea525cb-3a06-4e9e-bc93-fb05c5348989
