ProductID,ProductName,ProductPrice,BrandID
fe16c3ba-f50f-4c7a-a97e-955bed647634,the,960.6,c808a6ea-1f89-4381-9a1d-41b427416f5a
81bd060e-8868-4f48-b1ed-660b0d3d0c40,operation,24.91,4f3f594e-5303-44fa-a686-80a0b113adf0
06f04a40-7f20-4195-9762-3cb2e8843afe,candidate,688.57,025cbbf5-7e49-4053-8a26-67afb12ec47d
677b5129-d92e-4422-acfa-06a16d821936,bring,689.79,ed2acbe1-f389-40f8-ae29-d5b2559bfa00
678d0cc9-cb58-4a5a-aded-58b997deb7ce,race,327.22,ef8b91d8-1ee3-4cab-b030-6e0deb329190
f9da04e7-aa6b-4216-905f-5c108980c901,sing,121.06,c05984e1-be43-43d9-9657-1d969cc24368
abf46256-414e-4c2f-b787-8e39f63ec91e,fight,729.66,77877df8-d36d-48f9-9e50-d3d51c987e6e
e1847515-3fd4-4482-966a-be8579048190,series,453.06,b363541a-3957-4ccd-99a6-df3244f3623f
2c7d155e-739b-4a5a-9c23-52d5bbe0f3bb,job,91.59,eb649a64-07c1-48fe-b061-51b548a74ba1
79b83db4-ecfd-49c0-b178-d871532a5c40,cover,500.87,fa21a846-063f-4c53-819e-2053908c461f
997bc4ab-6005-4b9c-8435-d60f80c1caf1,quickly,931.3,30790946-61ce-48b3-91cb-4f70bed52f7b
7eb9681c-d59f-4936-95bd-db41ffeb1e80,hand,35.05,ade9754b-cc45-4518-90e6-680795712d5a
4d2a0976-9b66-481b-a6de-cdcd8f118ea4,top,816.44,5bb945e9-ead9-47cc-b403-f6f87b882454
3e77ff74-a65f-487a-a6c6-b6b1ecbcc1d2,could,397.11,cabb28f1-a87c-4490-a2fa-87397b683bd7
450e4225-9afe-44c1-a355-6cb2a71cae34,according,604.98,8314907a-d56a-40f1-b791-4378f4f90230
2780b6e6-c66f-4683-a912-9d16924f9ffd,quickly,588.57,a1ef47a5-ceb4-4038-88a9-d1871ca695f9
a52af297-1846-4503-9216-fbbb80a0f43a,from,842.44,4dfff170-424d-4a72-be08-4a861dbc7ea7
71aab9bc-a3a9-4a4a-b483-510a57ce9950,need,128.21,f7a2f7f2-44af-476a-88c6-a4b441e38c71
9ae5f2e2-0f2c-4914-8c27-0ee0a44ed7ec,skill,500.69,425b1fea-0c7a-4580-aaaa-78a0e2c85c46
1a60a208-5a41-41d4-9230-fd09aeeda230,book,138.42,374b9ae6-df45-44b5-b1e9-9f1413f846f4
bf6c0032-f3ee-4fcf-8b02-a67d26656114,trade,858.24,2a62dc36-2593-489c-ba0c-a9106ae6036d
1576724f-3749-46d1-8cdf-dbdd69b4ee8d,today,400.78,a2859430-5eb2-41ed-acef-df4c1e1ce8ab
ecd3f455-7f43-474e-ad1e-e1bb7c6137bb,everybody,883.89,0cc02c69-e65d-49d7-b8b3-c0120d8e3fd1
260b5d86-61cd-47ae-af56-022b76004a65,agreement,769.82,62125263-4355-492a-b185-03c497f6e8df
c1a1d57e-a4a5-4112-bdea-4ca107b5f1cf,throw,216.73,cd54c465-b173-49a4-9930-685fb0931ecb
b667b736-c719-42c0-988c-ef382f683e38,item,170.61,cac5f0d3-f457-4868-a28f-d1d78b30b7a1
8df6d0a4-2c9a-4c6f-95d6-46e23d6ffabc,more,316.18,5a285272-bcd2-42fb-9e24-6721e51ff27b
deeafce3-217e-4af0-8807-7d0b5886e7d1,build,301.87,1a6196d1-7f25-4c1e-a262-87d5a3237c60
ae44b32a-3410-4cd2-a787-d8e529348dd8,purpose,507.34,263378d3-e1d2-4c24-b272-3e183072ba88
7b8491c0-b436-42c3-8dba-016b61da9df1,fight,170.23,96eab225-3abe-476e-a457-60d88811c090
143218a7-f953-4e52-a398-fa51fa0f9d28,wife,577.25,abf82c54-15e0-47fd-9585-378fbda0a5eb
236e0714-2549-4b30-a590-c4f959e87735,item,734.0,6276f7e0-9bbf-48b3-91ce-c594ab1432cf
53a89549-ad2c-4073-8f91-eb6aa1cce5f0,might,978.56,7e10d029-e9bb-4674-891a-00985cd11a5f
3a7dca6e-f898-4916-bbbd-d38be2af0441,cause,72.01,d7e47cd3-bbf7-4a96-9922-0e3d25ef8400
78856a27-3122-4e70-a6ad-65e67a5bd671,edge,112.6,24e95a71-489a-41c2-af95-2867c69e98d4
b1628789-a43b-461d-bbe7-f6475e02f5a7,six,404.54,f1604785-22f7-475a-ac6c-319abe715b59
758e5170-1c26-4969-b0f2-0580ef800137,them,362.27,aae7dc28-97f7-4f84-95d5-49e691cff53d
1ddfa5bf-300d-417e-80ea-38c85c3ce2d1,sell,989.14,89fc5f40-98d5-487d-a030-c0dcdfc4469a
42bb0df7-0a36-4a07-8c03-951c850e2547,control,587.46,abffab1d-6628-4e57-af44-82250d6df72b
4726a6cd-1531-40d0-9d71-9d9c540c8ed6,think,378.23,088207f0-08c9-4d89-b3c5-a241f6029581
a1591e7a-d42d-4cc5-aae9-7de42853be78,base,298.65,d00f8e64-91b3-4d8e-9de9-d2db929a467e
ec0ed9c4-55c9-4a9b-9be0-e1192c662d01,dog,645.2,e2463d2e-c6a5-4489-b4f6-3ea1da8fa9ef
345fe949-01b4-4344-b6bf-7914430248a8,hold,975.15,512ea440-b659-4270-90cf-c633d630db84
b76d3d77-5380-4c8a-932a-90b8f2b27be0,first,355.18,e6a338ff-0562-47ea-a7c9-d5c87a1765ee
9c1bfbbb-44c2-453b-bed7-d2d91a9c833b,parent,601.74,bbc3bcc2-ce35-4a87-a41e-b64d09fdced7
8bd8aa09-f607-459b-89bb-d33eff9ed06a,hope,490.82,fe98b3fd-1bb3-43fa-aa37-fa3915a0840c
b99e42d9-ecc6-4889-824c-ae5782e85bac,professor,832.82,fa52cab6-3315-443b-8d26-af87d20b57e3
56e114d5-9428-4355-ad4d-b531b1d459d7,pick,785.64,a2039a17-08a1-4b32-9f52-a4beb388fdd4
d6e942d7-8bad-4be9-b859-fa39b9e80c57,would,225.19,f44ae0a3-f089-4c0d-bbab-130fa81ec59b
fd225581-a0eb-42b3-bc42-983d7e872d93,door,389.07,ad8b6320-d94a-46c5-853e-dc68dab00cd7
784ddae4-e1c7-47a6-8cb2-8cb8c9426920,pressure,673.23,1d9676a2-23e8-4881-b2f8-0cc3e4d249b2
05b0069b-e7bd-411e-bfb6-697a90ccccd0,recognize,171.55,618e8517-e860-4853-be25-df84ebbbdec0
b5248f19-e2b4-4850-87b3-22e7335930b8,various,138.12,fc66ff29-5e0a-410b-a270-9c6adfe4ca3f
b27698aa-fd58-45f8-b73d-c479eb7d478e,for,368.37,eb801e16-6e0b-477b-b753-4354851c3f2c
0f0ece37-4d02-4ead-873a-1cc4dfa57f44,American,735.51,eca36733-63f1-485d-b58f-77e034cfc1c6
a299b8ff-a421-4676-b4a7-867c21e76550,simple,777.38,a564362f-45ac-4413-8e25-05e8236df8b0
b675f661-7c89-4783-b26e-843fa27e5686,both,347.98,2ced5457-f854-40bc-8bdf-f44d8afc7b74
33fe58e4-0c17-4ca8-a573-e54839c3835f,window,382.32,7f0258e5-ae92-4820-9329-e31180f3b985
546f4d20-f809-42a4-994f-64503844d547,drug,726.61,33382fbb-89e2-4716-954c-3766a1926492
a0355b74-ff0a-425b-8062-4d591039626c,size,56.85,1f456880-26be-4f6a-9cab-5acd6e652e24
a0538f1b-5fc7-4858-a4de-6d7e62404363,hospital,704.64,b7464794-0bc7-4c1d-93cc-5e8094e206b3
57ea2b99-b5a7-41e4-bbec-b78eb231a7e9,herself,474.37,f506f152-1df6-4992-a343-aec280071547
