ProductID,ProductName,ProductPrice,BrandID
0f913ca3-4288-4b4c-b68a-ae3811ec067a,be,777.58,6e494f10-b492-4ae2-8958-4d0ee044278b
13f249b8-1834-4985-bd0d-dbd5be10cc6b,believe,608.87,cb7d0b52-375d-489c-8bff-fedb7e444e67
14e9b82c-1335-433c-a8d9-faa62651ccbd,environment,304.99,20a2299a-311e-4853-bf76-2a0f6f99749e
7d33f6d1-ee5a-4ea3-89a8-662cda7fc34d,war,540.63,8370ee8e-a34c-4c9a-a3ac-6f7cc3b80253
c31332cd-f349-4c50-a105-e2b28343cb3d,prevent,544.82,9d1f89da-be57-498c-be19-2efdf7d33dd3
87bc096b-6ed7-44de-be39-dce37edcd363,until,159.69,4b2e4bf4-4c77-4154-8e25-e588ce7cc335
152f527c-b220-4088-93ec-bb9384990e9b,forget,51.41,b363119f-9702-4d17-a13c-3da206fd69ed
7f239b8f-7b50-4625-83c9-60cc8ecd335d,within,369.78,4b2e4bf4-4c77-4154-8e25-e588ce7cc335
c4d2f52e-b545-4c14-86f1-0c79cd7dca16,yet,734.49,4c0e49d3-4f2e-4d65-9094-9dfa30ea094f
c5d0f726-29a0-45f1-9013-e1b7e3fbf027,would,742.34,90559d29-dbae-47be-bf05-c6160747757f
