OrderNum,ProductID,Quantity,CustomerID,OrderDate,EmployeeID
cef87755-e6ba-419e-a3d9-8f4a3fd0a9fe,3ea474a4-0f15-49b5-b73e-a374b1fcd3a1,1,b309ee89-0d30-4a4b-813e-cb39930ba603,2024-06-20 01:40:29.357285,59b9d122-7bb7-498a-94bd-af933b9c27e9
eeaee43d-069d-4a33-ac2b-9ed49b0b7ac8,6c7d7f40-0703-4395-85c9-4af0aae28808,1,348a8f1a-c4ef-4b5a-9062-a7bdc0c28772,2024-06-26 12:05:07.055192,9af40e9b-4fe6-406b-b0de-92fe0c14db5d
028807da-0fc9-4d14-84c0-911baa8d7b31,585a3e79-c1bd-46b6-9579-3c92afa5f0d0,8,909684a1-e9d0-4d79-9087-b131b514403c,2024-02-20 11:24:06.632170,b57c7907-9729-4ca9-9aec-e5d356225c2e
3e062447-4e83-49a0-a1f0-889d7c4ac32e,d18c510c-362c-4976-bd06-f62a7a608b2c,4,8f2f6981-aa67-4298-beec-326be0bc36f3,2024-05-17 14:59:58.140026,169450e1-acf6-4dae-b3c8-0a331473c230
0e6b44fe-85cc-482d-9ac4-236e1b5df576,250f6ebf-2f78-4092-ad0e-5c6b4788a0d9,7,80dd0f0c-b3a9-4565-9f88-c839b1138964,2024-01-29 07:08:07.842142,ed7c6ece-0e24-437d-9ade-aa1d027157ab
cdee11e6-4cbb-4260-89d9-4e93c146cf08,72fb1185-5b2e-4122-80f8-bbd8da09acc4,6,22808dee-9cd8-4e3d-87aa-e49f0dfb3da5,2024-02-04 18:25:10.731391,353bbbd6-93af-4349-bc8e-6b48e0083e7a
8aa7b581-5960-4f9d-a06b-defd4bd58758,45b0c916-3486-4f02-ad42-8a57eeaffdb1,4,334d62f6-0fd0-4c2f-85bf-9f17e79f649c,2024-06-15 08:12:38.309744,7f09bf7b-2789-475e-bce1-6a706d39259a
6a658ba3-4fe1-44ee-b08f-6a70994da44b,890b29fc-02f2-48c3-9786-01fe9fdfd075,9,9fb394ed-22a2-4372-9904-47c590bbd784,2024-06-02 03:39:33.072060,ae679e0f-b490-4c0d-b5bc-8c275a44242b
3022f478-ca9d-42bb-bbf1-3dc3d275f072,e478db8c-acdf-4e22-9968-2b92463f413c,8,411b51d9-04e9-4012-8d9f-f711c761e773,2024-01-27 18:18:26.109329,afa35a29-308c-4bad-b340-cfddb8c1ce09
b7a6f58a-ccb8-4198-aae3-2d017ad3ae43,deb99613-87b8-4aba-9252-8e627a72908d,7,71924c84-f423-4a42-b0c7-24c3a8ab5b88,2024-06-15 16:13:35.462684,5b9ee311-9b57-4cd9-917a-0e881246ac75
340ad096-44de-484c-a308-100f71bfe016,4330a723-9b08-4bea-a8cf-dbc86522da0c,3,a3bf0ab1-2d1a-4cf2-ab8b-6956f99b014f,2024-06-30 03:12:05.955429,96b6e898-2322-4e4e-a602-5ae9077498ce
7640ef6d-a57a-4f45-8140-1109cf9cf5f9,2a695437-5415-450a-be48-f06bd172ec8f,2,529e992f-dd4a-4448-b45d-42213ec35716,2024-02-27 23:51:36.025165,8f12ea88-fcda-4aa3-b96d-dbae68ad2fad
76012410-e48e-4a35-b15d-be8eb4dc3222,91566265-aeb5-49aa-af91-b18982643dc5,9,c9f84c7e-ec86-4c73-8b52-e8e302fc460b,2024-01-09 18:05:55.734453,570fb92f-23bb-4dae-9209-c3b7312b4321
68483120-849a-496f-9667-1b5e4d3eb140,0f0ece37-4d02-4ead-873a-1cc4dfa57f44,4,d93fade9-9a41-4410-9802-46d863482bef,2024-01-28 06:48:29.894768,4eccf411-e080-49b4-95f1-b766e696c01b
b17722be-4590-4980-af28-3f136d36f4cc,cd88ef82-c7a3-47e1-8547-934ddafe36fe,5,0c4bacf4-bc9a-4bc2-ac83-8d9b7bf09579,2024-02-15 01:35:22.466772,5813f66a-5eb3-48e2-bc2d-bc895b680857
75bce8ac-6259-4c51-a93c-cc51eb7f3679,e6323b74-d24d-4174-a055-2f20cd35f799,10,44a43ade-02ed-42bf-a44e-b38c191a2496,2024-06-15 02:09:46.393809,a45dbefb-90ae-4e9c-be25-d9076da6eba4
6a5ab9e7-9997-4d4e-ad3b-a9a5c5680045,a46c078f-1cbd-4ead-bdff-9e16bc3fcbdd,4,6b2337cd-6970-498d-81bb-b29f388a079a,2024-04-01 22:28:30.095536,9b92bfbb-fc43-46fd-b387-5630efb38b94
0388928f-0cfb-41f0-b73f-073564510f2b,43f18232-7e20-466b-820c-01a527c47479,6,854cb08f-5720-4e61-9b48-fdee0313e8d9,2024-03-03 06:28:06.378208,227dc1a1-0a3a-4e22-aaba-8fd213b277f5
6877f1ae-9a7d-4337-b316-2774ccfad384,776b7362-f88c-4ecb-b683-1a4d56b66a04,8,0dd3fe4c-05af-4c3e-9f2d-8a02e8df07c2,2024-03-30 16:13:17.361577,0a433371-fbd4-4215-b6b9-7dbc26cbf8bb
3a7cf377-5ee4-4d4b-8f80-93cdddafe852,73dd979b-1a58-42e0-89ea-66cb078d7e7d,10,a22652c5-9e21-4ef0-bfd2-de74aa16adb2,2024-06-28 18:31:41.640146,0eaf662a-58bf-47de-8b7e-8e1d65aa17b2
864fe942-8d25-4d8a-a3e6-65e38e7bd521,8fef24d1-5c33-418f-8b03-a8be4c4e5eff,7,b251eeae-823b-40bc-8218-3940ba023a4e,2024-02-04 23:15:20.428268,7ee57bf4-00b3-486a-9e13-741d092970ef
0f1079a4-57a1-4207-b532-2a753c1576cc,4fcde86c-584a-4f42-a075-1e804e71b15a,7,0afce3ba-7d7e-4e94-b264-ce39c183bcbd,2024-04-05 12:21:34.913933,9064106f-73f5-4a55-9edd-40d0faf450e0
028e182a-3b8d-417e-af9f-e8e7fe2f4259,a50b7136-1fde-4c78-903d-c1bd0af92cd1,10,45188e29-4975-41b4-8b21-6df9e2e188c0,2024-05-23 19:34:32.659608,8d97e68e-9de1-4263-9a1c-a837db8cdab4
9ba4e042-1271-4063-a52c-89b3473ecf25,1178f0bc-657e-4a32-a41a-aabca5314645,9,6fd4059d-547c-4b6f-b7be-4edb7ad549ef,2024-06-25 23:03:48.433012,e1ece6d6-5918-4b2b-8c38-f8a516de6ad2
ef170bfa-235d-490e-a5ab-1de8a716021a,34eb7d9d-37bf-45bd-ab3c-7fca9dd3fddb,1,8315428b-5602-4369-92c2-57acf173b926,2024-06-29 09:04:52.706337,53027b87-099e-4d80-8c46-72b3e2d9c9f9
3ee0f091-4252-4048-80a0-a0cfbbcae49a,e268a1a1-3424-4d6f-bc82-21a557b20b58,6,e92e70bb-b523-44d8-9f72-92be7318510d,2024-06-28 13:57:04.139621,b0b789a6-fc27-4bab-8466-87adb2e2fbeb
a9897bf1-cf31-4765-a37e-a2ff4c2b8549,83ce1e84-73b9-4f77-a8f1-10e78fbb5d03,6,cafb3e29-0a33-4913-931e-f1d1b6a615d8,2024-02-11 10:31:50.107049,df059720-9ef9-4f53-8c9a-cc6547aaeaad
6fe66c85-f080-4159-82e7-682ad4b6998a,12a27a1c-9e31-40d2-9673-d05aa57f84ed,9,09984ad9-7de3-4dea-847f-3ed9f94e3dc6,2024-04-01 03:12:34.436808,1310e065-f654-4644-862e-0e49a219c0ec
0fe8e714-3d94-45cf-ab29-2453aa683314,7e38cf67-6e3a-48b1-be03-e4aa72eb8d64,5,bb462d68-e8b2-4378-a0fb-eec977914973,2024-06-21 22:50:33.028434,7edfd884-5eab-4b8a-9217-6330dab5bb82
448ef0ab-c45f-4665-9ee5-838d1ade70f6,6bf31078-5669-4164-87ca-6b576aa7f9ec,2,f6012e7f-ad13-4862-84fc-d85f75d0b34d,2024-05-18 03:19:04.245373,ff4c68d8-d654-4994-a7cc-e40199e2e6a9
84a42962-f139-4dd2-94c2-bd875432eb9d,1667bdb7-b226-456f-b67b-e1b3bbda0992,5,e1ad0a00-62a8-47b5-a751-aa9771f518bc,2024-06-24 15:07:21.841180,eb45818d-9612-4d3e-85e5-e09fa71df5bb
c0f4fd93-34dc-4523-a7d4-487af83fdf02,4b0836c4-3825-4c36-8537-dc0632f4f179,10,8a0e3e75-9506-44d5-aba7-9aa5a43bce8e,2024-07-03 01:46:27.373581,03ab98fb-dfdd-424a-8fcf-0bb6420ce192
b69a2be0-4b18-407d-b803-d72c899d51f5,cb62cd4b-8153-4701-841c-c1cf7977f938,9,13b43022-d616-44b3-bae2-5c042d13c6cb,2024-04-30 02:22:50.837852,17689d13-944c-4a9a-b9a3-d2eb881d69a8
bdd9a826-7904-464f-8740-5cd747a76b38,673c6a88-200d-4727-bc49-2879efd3a8e5,4,5ff1cf06-32ab-4efe-9a7e-0443b863ce67,2024-04-15 06:49:59.186862,8f11556d-1a6b-4531-be1a-1d94676c3362
55da0453-cb76-4ede-9a28-7e7616eeb7cd,bf821ebd-9ada-48ea-9659-f2d626847e4e,8,e8f89c80-737b-4ac5-9848-8767a53b4c6b,2024-06-05 15:47:44.843258,a7208e00-4ed3-4502-a93b-d85bae266878
d74a6914-1544-483b-89f5-9ef1d4aa51ae,40db0b73-0d6d-4ef6-a790-b916d3cd54a5,8,cdd72c43-661f-4f6e-9ff4-95977f6b6f75,2024-03-09 08:18:28.422715,5e5f1888-8c94-4ba8-9137-5f0df072585b
4fe25398-e386-445f-adb4-384845ed9731,7eefc475-a132-4e32-8628-278b0b5c08cd,2,0b327614-2652-450b-a88a-ab5c3cb7ae62,2024-01-31 02:38:41.146011,f676ecb1-a3ee-4d53-b29f-6b9d777f59a9
